id	char
0	

1	 
2	!
3	*
4	,
5	/
6	1
7	2
8	3
9	8
10	9
11	?
12	A
13	B
14	C
15	D
16	E
17	F
18	G
19	H
20	I
21	J
22	M
23	N
24	O
25	P
26	R
27	S
28	U
29	V
30	W
31	Y
32	[
33	\
34	]
35	`
36	a
37	b
38	c
39	d
40	e
41	f
42	g
43	h
44	i
45	k
46	l
47	m
48	o
49	p
50	r
51	s
52	t
53	u
54	w
55	y
56	…
57	☆
58	　
59	。
60	〇
61	《
62	》
63	〖
64	〗
65	一
66	丁
67	七
68	万
69	三
70	上
71	下
72	不
73	与
74	丑
75	专
76	世
77	丘
78	业
79	丛
80	东
81	丟
82	丢
83	两
84	严
85	丧
86	个
87	中
88	临
89	丸
90	丹
91	为
92	主
93	丽
94	举
95	久
96	么
97	义
98	之
99	乌
100	乎
101	乐
102	乒
103	乓
104	乖
105	乘
106	九
107	也
108	习
109	乡
110	书
111	买
112	乱
113	乾
114	了
115	予
116	争
117	事
118	二
119	于
120	亏
121	云
122	互
123	五
124	井
125	亘
126	亚
127	些
128	亡
129	交
130	亦
131	产
132	享
133	亭
134	亮
135	亲
136	人
137	什
138	仁
139	仇
140	今
141	介
142	仍
143	从
144	仓
145	仔
146	仕
147	他
148	仗
149	付
150	仙
151	代
152	令
153	以
154	仪
155	们
156	仰
157	件
158	价
159	任
160	份
161	仿
162	伊
163	伏
164	伐
165	休
166	众
167	优
168	会
169	伞
170	伟
171	传
172	伤
173	伦
174	伪
175	伫
176	伯
177	伱
178	伴
179	伸
180	似
181	伽
182	但
183	位
184	低
185	住
186	体
187	佔
188	何
189	佗
190	余
191	佛
192	作
193	你
194	佳
195	佻
196	使
197	來
198	供
199	依
200	侠
201	侦
202	侧
203	侬
204	侵
205	便
206	促
207	俊
208	保
209	俠
210	信
211	俯
212	俺
213	個
214	們
215	倒
216	倔
217	候
218	借
219	倦
220	倭
221	债
222	值
223	倾
224	假
225	偎
226	偏
227	做
228	停
229	偶
230	偷
231	傀
232	傅
233	傍
234	储
235	傲
236	傷
237	傻
238	傾
239	像
240	僵
241	儡
242	儿
243	兀
244	元
245	兄
246	充
247	兆
248	先
249	光
250	克
251	免
252	兜
253	入
254	全
255	兩
256	八
257	公
258	六
259	兮
260	兰
261	共
262	关
263	兴
264	兵
265	其
266	具
267	典
268	养
269	兽
270	内
271	冉
272	册
273	再
274	冒
275	写
276	军
277	农
278	冠
279	冥
280	冬
281	冰
282	冲
283	决
284	况
285	冷
286	净
287	凄
288	准
289	凉
290	凋
291	凌
292	减
293	凝
294	几
295	凡
296	凤
297	凯
298	凶
299	出
300	击
301	凿
302	刀
303	分
304	切
305	刊
306	划
307	列
308	则
309	刚
310	创
311	初
312	删
313	判
314	別
315	利
316	别
317	刮
318	到
319	制
320	刷
321	刺
322	刻
323	削
324	前
325	剑
326	剔
327	剥
328	剧
329	剩
330	剪
331	副
332	割
333	力
334	办
335	功
336	加
337	务
338	动
339	助
340	努
341	劫
342	励
343	劳
344	势
345	勇
346	勉
347	勒
348	勾
349	包
350	匆
351	化
352	北
353	匙
354	匠
355	匹
356	区
357	医
358	十
359	千
360	升
361	午
362	半
363	华
364	协
365	卑
366	单
367	卖
368	南
369	卜
370	占
371	卡
372	卦
373	印
374	危
375	即
376	却
377	卷
378	卸
379	卻
380	厅
381	历
382	厉
383	压
384	厌
385	厘
386	厚
387	原
388	厢
389	去
390	参
391	又
392	及
393	友
394	双
395	反
396	发
397	叔
398	取
399	受
400	变
401	叛
402	叠
403	口
404	古
405	句
406	另
407	叩
408	只
409	叫
410	叭
411	叮
412	可
413	台
414	史
415	右
416	叶
417	号
418	司
419	叹
420	吃
421	合
422	吉
423	吊
424	同
425	名
426	后
427	吐
428	向
429	吗
430	君
431	吝
432	吞
433	吟
434	吠
435	否
436	吧
437	含
438	听
439	吭
440	吴
441	吵
442	吸
443	吹
444	吻
445	吼
446	吾
447	呀
448	呆
449	告
450	呜
451	呢
452	呦
453	周
454	味
455	呵
456	呸
457	呼
458	命
459	咆
460	和
461	咒
462	咖
463	咧
464	咩
465	咬
466	咱
467	咸
468	咿
469	哀
470	品
471	哈
472	哉
473	响
474	哎
475	哑
476	哒
477	哟
478	哥
479	哦
480	哩
481	哪
482	哭
483	哮
484	哼
485	唇
486	唐
487	唤
488	唯
489	唰
490	唱
491	唸
492	啃
493	啊
494	啜
495	啡
496	啤
497	啥
498	啦
499	啬
500	啰
501	啵
502	啸
503	喂
504	善
505	喇
506	喉
507	喊
508	喔
509	喘
510	喜
511	喝
512	喧
513	喬
514	單
515	喷
516	嗅
517	嗓
518	嗜
519	嗦
520	嗨
521	嘆
522	嘛
523	嘟
524	嘲
525	嘴
526	嘶
527	嘿
528	噙
529	噢
530	器
531	噬
532	噴
533	嚇
534	嚎
535	嚣
536	四
537	回
538	因
539	团
540	园
541	困
542	囱
543	围
544	固
545	国
546	图
547	圆
548	圈
549	土
550	圣
551	在
552	地
553	场
554	圾
555	坊
556	坏
557	坐
558	坑
559	块
560	坚
561	坛
562	坟
563	坠
564	坡
565	坦
566	垂
567	垃
568	型
569	垒
570	垦
571	垫
572	埃
573	埋
574	城
575	培
576	基
577	堂
578	堆
579	堕
580	堡
581	堤
582	堪
583	堵
584	塌
585	塔
586	塞
587	填
588	境
589	墓
590	墙
591	增
592	墟
593	墨
594	墻
595	壁
596	壕
597	壤
598	士
599	壮
600	声
601	壳
602	壶
603	处
604	备
605	复
606	夏
607	夕
608	外
609	多
610	夜
611	够
612	大
613	天
614	太
615	夫
616	央
617	失
618	头
619	夸
620	夹
621	夺
622	奇
623	奈
624	奉
625	奋
626	奏
627	契
628	奔
629	奖
630	套
631	奪
632	女
633	奴
634	奶
635	她
636	好
637	如
638	妆
639	妈
640	妖
641	妙
642	妥
643	妳
644	妹
645	姆
646	始
647	姐
648	姑
649	姓
650	委
651	姜
652	姥
653	姻
654	姿
655	威
656	娇
657	娘
658	娥
659	婆
660	婉
661	婪
662	媚
663	嫌
664	嫣
665	嫦
666	嫩
667	嬉
668	子
669	孔
670	字
671	存
672	孝
673	孟
674	季
675	孤
676	学
677	孩
678	學
679	宁
680	它
681	宇
682	守
683	安
684	宋
685	完
686	宗
687	官
688	宙
689	定
690	宜
691	宝
692	实
693	宠
694	客
695	宣
696	室
697	宫
698	害
699	家
700	容
701	宽
702	宿
703	寂
704	寄
705	密
706	寇
707	寒
708	寞
709	察
710	寥
711	寫
712	寸
713	对
714	寺
715	寻
716	导
717	封
718	射
719	将
720	尊
721	對
722	小
723	少
724	尔
725	尖
726	尘
727	尚
728	尝
729	尬
730	就
731	尴
732	尸
733	尺
734	尼
735	尽
736	尾
737	局
738	屁
739	层
740	居
741	屈
742	屉
743	屋
744	屌
745	屏
746	屑
747	展
748	属
749	山
750	岁
751	岂
752	岛
753	岩
754	岭
755	岸
756	峡
757	峰
758	崇
759	崎
760	崖
761	崩
762	嵩
763	嶇
764	川
765	州
766	巢
767	工
768	左
769	巧
770	巫
771	差
772	己
773	已
774	巴
775	巷
776	巾
777	币
778	市
779	布
780	帅
781	师
782	希
783	帖
784	帘
785	帝
786	带
787	師
788	席
789	帮
790	帷
791	常
792	帽
793	幄
794	幅
795	幕
796	干
797	平
798	年
799	并
800	幸
801	幻
802	幼
803	幽
804	幾
805	广
806	庄
807	庆
808	床
809	序
810	库
811	应
812	底
813	庖
814	店
815	庞
816	废
817	度
818	座
819	庭
820	廉
821	廊
822	廓
823	延
824	廷
825	建
826	开
827	异
828	弃
829	弄
830	式
831	弓
832	引
833	弟
834	张
835	弥
836	弦
837	弧
838	弯
839	弱
840	張
841	弹
842	强
843	彈
844	归
845	当
846	录
847	形
848	彩
849	影
850	彷
851	役
852	彻
853	彼
854	彿
855	往
856	征
857	待
858	很
859	徊
860	律
861	後
862	徒
863	得
864	徘
865	御
866	復
867	微
868	徵
869	德
870	徽
871	心
872	必
873	忆
874	忍
875	忏
876	志
877	忘
878	忙
879	忠
880	忧
881	快
882	念
883	忽
884	忿
885	怀
886	态
887	怅
888	怎
889	怒
890	怕
891	怜
892	思
893	急
894	性
895	怨
896	怪
897	怯
898	总
899	恋
900	恍
901	恐
902	恒
903	恕
904	恨
905	恩
906	息
907	恰
908	恶
909	恼
910	悄
911	悉
912	悔
913	悟
914	悠
915	悬
916	悯
917	悲
918	悴
919	情
920	惆
921	惊
922	惑
923	惚
924	惜
925	惠
926	惦
927	惧
928	惨
929	惩
930	惫
931	惭
932	惯
933	想
934	惹
935	愁
936	愉
937	意
938	愛
939	感
940	愧
941	愿
942	慈
943	慌
944	慢
945	慨
946	慰
947	慵
948	憂
949	憔
950	憶
951	懂
952	應
953	懊
954	懐
955	懒
956	懟
957	懦
958	懷
959	懸
960	懼
961	戈
962	戎
963	戏
964	成
965	我
966	戒
967	或
968	战
969	截
970	戮
971	戲
972	戴
973	房
974	所
975	扇
976	手
977	才
978	扎
979	扑
980	打
981	托
982	扣
983	扩
984	扫
985	扬
986	扭
987	扯
988	扰
989	找
990	承
991	技
992	抄
993	把
994	抑
995	抓
996	投
997	抖
998	抗
999	折
1000	抚
1001	抛
1002	抢
1003	护
1004	报
1005	抬
1006	抱
1007	抵
1008	抹
1009	押
1010	抽
1011	担
1012	拆
1013	拉
1014	拋
1015	拌
1016	拍
1017	拒
1018	拓
1019	拖
1020	拙
1021	招
1022	拜
1023	拟
1024	拢
1025	拥
1026	择
1027	括
1028	拯
1029	拳
1030	拼
1031	拽
1032	拿
1033	持
1034	挂
1035	指
1036	按
1037	挑
1038	挖
1039	挟
1040	挡
1041	挣
1042	挤
1043	挥
1044	挽
1045	捂
1046	捆
1047	捏
1048	捞
1049	损
1050	捡
1051	换
1052	据
1053	掂
1054	掉
1055	掌
1056	掏
1057	排
1058	掠
1059	探
1060	接
1061	控
1062	推
1063	掩
1064	掬
1065	掰
1066	揍
1067	描
1068	提
1069	插
1070	握
1071	揭
1072	援
1073	搁
1074	搅
1075	搏
1076	搐
1077	搖
1078	搜
1079	搞
1080	搬
1081	搶
1082	摄
1083	摆
1084	摇
1085	摊
1086	摔
1087	摘
1088	摧
1089	摩
1090	摹
1091	摺
1092	撂
1093	撑
1094	撒
1095	撕
1096	撞
1097	撤
1098	播
1099	撲
1100	擀
1101	擂
1102	擅
1103	操
1104	擎
1105	擦
1106	攘
1107	攬
1108	支
1109	收
1110	改
1111	攻
1112	放
1113	故
1114	效
1115	敌
1116	敏
1117	救
1118	教
1119	敛
1120	敢
1121	散
1122	敦
1123	敬
1124	数
1125	敲
1126	整
1127	敷
1128	文
1129	斑
1130	斗
1131	料
1132	斜
1133	斤
1134	断
1135	斯
1136	新
1137	斷
1138	方
1139	於
1140	旁
1141	旅
1142	旋
1143	族
1144	旗
1145	无
1146	日
1147	旦
1148	旧
1149	早
1150	旳
1151	时
1152	旷
1153	明
1154	昏
1155	易
1156	昔
1157	星
1158	映
1159	春
1160	昧
1161	昨
1162	是
1163	昵
1164	显
1165	時
1166	晃
1167	晒
1168	晓
1169	晕
1170	晚
1171	晤
1172	晨
1173	景
1174	晰
1175	晴
1176	晶
1177	暂
1178	暉
1179	暖
1180	暗
1181	暧
1182	暴
1183	曠
1184	曦
1185	曲
1186	曳
1187	更
1188	書
1189	曹
1190	曾
1191	替
1192	最
1193	會
1194	月
1195	有
1196	朋
1197	服
1198	朗
1199	望
1200	朝
1201	期
1202	朦
1203	朧
1204	木
1205	未
1206	末
1207	本
1208	术
1209	朱
1210	朵
1211	机
1212	朽
1213	杀
1214	杂
1215	权
1216	杆
1217	李
1218	材
1219	村
1220	杖
1221	杜
1222	杞
1223	束
1224	条
1225	来
1226	杨
1227	杯
1228	杰
1229	杵
1230	松
1231	板
1232	极
1233	林
1234	枚
1235	果
1236	枝
1237	枪
1238	枫
1239	枭
1240	枯
1241	架
1242	枸
1243	染
1244	柔
1245	柜
1246	查
1247	柯
1248	柳
1249	柴
1250	标
1251	栈
1252	树
1253	栓
1254	校
1255	样
1256	根
1257	格
1258	栽
1259	桃
1260	框
1261	案
1262	桌
1263	桑
1264	桠
1265	桥
1266	梁
1267	梢
1268	梦
1269	梨
1270	梭
1271	梯
1272	检
1273	棋
1274	棍
1275	棒
1276	棘
1277	森
1278	棵
1279	椅
1280	植
1281	楔
1282	楚
1283	楝
1284	楠
1285	楷
1286	楼
1287	概
1288	榉
1289	榜
1290	榨
1291	榻
1292	樂
1293	樟
1294	模
1295	樣
1296	横
1297	樹
1298	橡
1299	橫
1300	橱
1301	檀
1302	檐
1303	檳
1304	櫛
1305	欠
1306	次
1307	欢
1308	欣
1309	欧
1310	欲
1311	款
1312	歃
1313	歇
1314	歉
1315	歌
1316	止
1317	正
1318	此
1319	步
1320	武
1321	歲
1322	歷
1323	死
1324	殇
1325	残
1326	段
1327	殿
1328	毁
1329	毅
1330	母
1331	每
1332	毒
1333	比
1334	毕
1335	毛
1336	毫
1337	毯
1338	民
1339	气
1340	氛
1341	氣
1342	氧
1343	水
1344	永
1345	汁
1346	求
1347	汇
1348	汉
1349	汐
1350	汗
1351	江
1352	池
1353	污
1354	汤
1355	汰
1356	汹
1357	汽
1358	沈
1359	沉
1360	沒
1361	沙
1362	沟
1363	没
1364	沦
1365	沧
1366	沮
1367	河
1368	沸
1369	油
1370	治
1371	沼
1372	沾
1373	泉
1374	泊
1375	法
1376	泛
1377	泞
1378	泡
1379	波
1380	泣
1381	泥
1382	注
1383	泪
1384	泰
1385	泼
1386	泽
1387	洁
1388	洋
1389	洒
1390	洗
1391	洛
1392	洞
1393	洪
1394	洲
1395	活
1396	流
1397	浅
1398	浆
1399	测
1400	浏
1401	浓
1402	浩
1403	浪
1404	浮
1405	浴
1406	海
1407	涂
1408	消
1409	涌
1410	涟
1411	涡
1412	涤
1413	润
1414	涯
1415	液
1416	淇
1417	淋
1418	淌
1419	淘
1420	淚
1421	淡
1422	淨
1423	深
1424	混
1425	淹
1426	清
1427	渐
1428	渗
1429	渡
1430	温
1431	渲
1432	渴
1433	游
1434	渺
1435	湖
1436	湛
1437	湾
1438	湿
1439	溃
1440	溉
1441	溜
1442	溢
1443	溪
1444	溫
1445	溶
1446	滅
1447	滋
1448	滑
1449	滚
1450	满
1451	滤
1452	滩
1453	滴
1454	滿
1455	漂
1456	漆
1457	演
1458	漠
1459	漪
1460	漫
1461	潇
1462	潦
1463	潮
1464	澈
1465	澡
1466	激
1467	濁
1468	濡
1469	瀟
1470	瀰
1471	灌
1472	火
1473	灭
1474	灯
1475	灰
1476	灵
1477	灾
1478	灿
1479	炉
1480	炊
1481	炫
1482	炭
1483	炮
1484	点
1485	為
1486	烁
1487	烂
1488	烈
1489	烊
1490	烛
1491	烟
1492	烤
1493	烦
1494	烧
1495	烫
1496	热
1497	烽
1498	焚
1499	無
1500	焦
1501	焰
1502	然
1503	煌
1504	煙
1505	煞
1506	煤
1507	照
1508	煮
1509	熄
1510	熙
1511	熟
1512	熬
1513	熱
1514	燃
1515	燈
1516	燒
1517	燕
1518	燥
1519	爪
1520	爬
1521	爱
1522	爵
1523	父
1524	爷
1525	爸
1526	爹
1527	爽
1528	片
1529	版
1530	牌
1531	牙
1532	牛
1533	牡
1534	牢
1535	牧
1536	物
1537	牲
1538	牵
1539	特
1540	牺
1541	犯
1542	状
1543	犹
1544	狂
1545	狈
1546	狐
1547	狗
1548	狞
1549	狠
1550	狩
1551	独
1552	狮
1553	狰
1554	狱
1555	狼
1556	猎
1557	猜
1558	猪
1559	猫
1560	献
1561	猴
1562	獨
1563	玄
1564	率
1565	王
1566	玩
1567	玫
1568	环
1569	现
1570	玻
1571	珀
1572	珊
1573	珍
1574	珠
1575	班
1576	現
1577	球
1578	理
1579	琉
1580	琐
1581	琥
1582	琳
1583	琴
1584	琵
1585	琶
1586	瑕
1587	瑚
1588	瑰
1589	璀
1590	璃
1591	璨
1592	瓜
1593	瓢
1594	瓣
1595	瓦
1596	瓶
1597	瓷
1598	甘
1599	甚
1600	甜
1601	生
1602	用
1603	甩
1604	田
1605	由
1606	甲
1607	电
1608	男
1609	画
1610	界
1611	畏
1612	留
1613	略
1614	番
1615	異
1616	疆
1617	疊
1618	疑
1619	疗
1620	疚
1621	疤
1622	疯
1623	疲
1624	疼
1625	病
1626	痕
1627	痛
1628	痹
1629	瘦
1630	瘴
1631	瘾
1632	登
1633	發
1634	白
1635	百
1636	的
1637	皇
1638	皎
1639	皮
1640	盆
1641	盈
1642	盎
1643	盏
1644	盒
1645	盔
1646	盖
1647	盘
1648	盛
1649	盟
1650	盡
1651	盤
1652	目
1653	盯
1654	盲
1655	直
1656	相
1657	盼
1658	盾
1659	眉
1660	看
1661	真
1662	眠
1663	眸
1664	眼
1665	着
1666	睁
1667	睛
1668	睡
1669	督
1670	睫
1671	睹
1672	瞎
1673	瞒
1674	瞥
1675	瞧
1676	瞬
1677	瞰
1678	瞳
1679	矛
1680	矢
1681	知
1682	短
1683	石
1684	矿
1685	码
1686	砂
1687	砌
1688	砍
1689	砖
1690	破
1691	硝
1692	硬
1693	确
1694	碌
1695	碍
1696	碎
1697	碑
1698	碗
1699	碟
1700	碰
1701	碲
1702	碾
1703	示
1704	礼
1705	社
1706	祈
1707	祖
1708	祝
1709	神
1710	祟
1711	祥
1712	票
1713	祭
1714	祷
1715	祸
1716	禁
1717	禅
1718	福
1719	离
1720	秀
1721	私
1722	秃
1723	秋
1724	种
1725	秒
1726	秘
1727	秦
1728	秩
1729	积
1730	称
1731	移
1732	稀
1733	程
1734	稍
1735	税
1736	稚
1737	稳
1738	稻
1739	稽
1740	穗
1741	究
1742	穷
1743	空
1744	穿
1745	突
1746	窑
1747	窗
1748	窜
1749	窝
1750	窥
1751	立
1752	竖
1753	站
1754	竟
1755	章
1756	童
1757	端
1758	竹
1759	笆
1760	笑
1761	笔
1762	笛
1763	符
1764	笨
1765	第
1766	笼
1767	筆
1768	等
1769	筋
1770	筐
1771	筑
1772	筒
1773	答
1774	筝
1775	筹
1776	签
1777	简
1778	箏
1779	算
1780	管
1781	箩
1782	箭
1783	箱
1784	篇
1785	篮
1786	篱
1787	篷
1788	簡
1789	籍
1790	米
1791	类
1792	粉
1793	粗
1794	粥
1795	粹
1796	精
1797	糊
1798	糕
1799	糖
1800	糗
1801	糙
1802	糜
1803	糟
1804	系
1805	紀
1806	約
1807	紅
1808	純
1809	素
1810	索
1811	紧
1812	紮
1813	累
1814	細
1815	終
1816	絕
1817	給
1818	統
1819	絲
1820	縫
1821	繁
1822	繡
1823	繼
1824	續
1825	红
1826	约
1827	级
1828	纪
1829	纯
1830	纱
1831	纲
1832	纳
1833	纵
1834	纷
1835	纸
1836	线
1837	练
1838	组
1839	细
1840	织
1841	终
1842	绍
1843	经
1844	绑
1845	结
1846	绕
1847	绘
1848	给
1849	络
1850	绝
1851	统
1852	绣
1853	继
1854	绪
1855	续
1856	维
1857	绷
1858	综
1859	绽
1860	绿
1861	缀
1862	缓
1863	缕
1864	编
1865	缘
1866	缝
1867	缩
1868	缭
1869	缸
1870	缺
1871	罗
1872	罚
1873	罩
1874	罪
1875	羊
1876	美
1877	羞
1878	羡
1879	群
1880	羽
1881	翅
1882	翔
1883	翘
1884	翠
1885	翰
1886	翻
1887	翼
1888	耀
1889	老
1890	考
1891	者
1892	而
1893	耍
1894	耐
1895	耳
1896	耶
1897	耿
1898	聆
1899	聊
1900	聋
1901	联
1902	聲
1903	聽
1904	肉
1905	肌
1906	肖
1907	肚
1908	肠
1909	股
1910	肢
1911	肤
1912	肩
1913	肮
1914	肯
1915	育
1916	肺
1917	胁
1918	胆
1919	背
1920	胖
1921	胚
1922	胜
1923	胡
1924	胧
1925	胭
1926	胸
1927	能
1928	脂
1929	脆
1930	脉
1931	脏
1932	脑
1933	脚
1934	脱
1935	脸
1936	脾
1937	腐
1938	腔
1939	腥
1940	腮
1941	腰
1942	腳
1943	腻
1944	腾
1945	腿
1946	膀
1947	膏
1948	膛
1949	臀
1950	臂
1951	臨
1952	自
1953	至
1954	致
1955	臺
1956	與
1957	舌
1958	舍
1959	舞
1960	舢
1961	般
1962	舱
1963	船
1964	良
1965	色
1966	艳
1967	艷
1968	艺
1969	艾
1970	节
1971	芒
1972	芙
1973	芜
1974	芬
1975	芭
1976	花
1977	芳
1978	芽
1979	苁
1980	苍
1981	苏
1982	苓
1983	苔
1984	苗
1985	苛
1986	苞
1987	若
1988	苦
1989	英
1990	苹
1991	茄
1992	茉
1993	茧
1994	茫
1995	茵
1996	茶
1997	茸
1998	荆
1999	草
2000	荒
2001	荡
2002	荣
2003	药
2004	荷
2005	莉
2006	莎
2007	莓
2008	莫
2009	莱
2010	莲
2011	莹
2012	菊
2013	菜
2014	菸
2015	萎
2016	萝
2017	萤
2018	营
2019	萨
2020	落
2021	葉
2022	著
2023	葛
2024	董
2025	葥
2026	葬
2027	蒙
2028	蒲
2029	蒸
2030	蓉
2031	蓝
2032	蔓
2033	蔚
2034	蔷
2035	蔽
2036	蕃
2037	蕉
2038	蕨
2039	蕭
2040	蕾
2041	薄
2042	薇
2043	藍
2044	藏
2045	藓
2046	藤
2047	蘭
2048	虔
2049	虚
2050	虫
2051	虹
2052	虽
2053	蚁
2054	蚂
2055	蛇
2056	蛋
2057	蛛
2058	蛦
2059	蛮
2060	蜀
2061	蜂
2062	蜒
2063	蜓
2064	蜕
2065	蜘
2066	蜜
2067	蜡
2068	蜥
2069	蜻
2070	蜿
2071	蝉
2072	蝙
2073	蝠
2074	蝪
2075	蝴
2076	蝶
2077	螂
2078	融
2079	螞
2080	蟑
2081	蟻
2082	蟾
2083	蠢
2084	血
2085	衅
2086	行
2087	衍
2088	術
2089	街
2090	衡
2091	衣
2092	补
2093	表
2094	衫
2095	衬
2096	衰
2097	衷
2098	袅
2099	袋
2100	袍
2101	被
2102	袭
2103	裁
2104	裂
2105	装
2106	裙
2107	裝
2108	裡
2109	裤
2110	裹
2111	褆
2112	褐
2113	褪
2114	西
2115	要
2116	覆
2117	親
2118	见
2119	观
2120	规
2121	视
2122	览
2123	觉
2124	角
2125	解
2126	言
2127	記
2128	註
2129	詭
2130	該
2131	誉
2132	誌
2133	誓
2134	說
2135	誰
2136	警
2137	讓
2138	计
2139	认
2140	讨
2141	让
2142	训
2143	议
2144	讯
2145	记
2146	讲
2147	讶
2148	许
2149	论
2150	讽
2151	访
2152	诀
2153	证
2154	诅
2155	识
2156	诉
2157	词
2158	译
2159	试
2160	诗
2161	诚
2162	话
2163	诞
2164	该
2165	详
2166	诬
2167	语
2168	误
2169	诱
2170	说
2171	请
2172	诸
2173	诺
2174	读
2175	课
2176	谁
2177	调
2178	谅
2179	谈
2180	谋
2181	谎
2182	谓
2183	谢
2184	谣
2185	谦
2186	谱
2187	谷
2188	豆
2189	象
2190	豪
2191	豫
2192	貌
2193	貍
2194	買
2195	贝
2196	负
2197	责
2198	败
2199	质
2200	贪
2201	贴
2202	贵
2203	费
2204	贼
2205	资
2206	赌
2207	赏
2208	赖
2209	赚
2210	赛
2211	赞
2212	赢
2213	赤
2214	走
2215	赶
2216	起
2217	趁
2218	超
2219	越
2220	趕
2221	趣
2222	足
2223	跃
2224	跌
2225	跑
2226	距
2227	跟
2228	跡
2229	跨
2230	路
2231	跳
2232	踏
2233	踞
2234	踢
2235	踩
2236	踪
2237	踱
2238	蹄
2239	蹈
2240	蹙
2241	蹲
2242	蹺
2243	身
2244	躬
2245	躯
2246	躲
2247	躺
2248	軍
2249	輕
2250	轉
2251	车
2252	轨
2253	转
2254	轮
2255	软
2256	轱
2257	轻
2258	载
2259	较
2260	辈
2261	辑
2262	输
2263	辗
2264	辘
2265	辛
2266	辨
2267	边
2268	达
2269	迁
2270	迂
2271	过
2272	迎
2273	运
2274	近
2275	还
2276	这
2277	进
2278	远
2279	违
2280	连
2281	迫
2282	迭
2283	述
2284	迷
2285	迹
2286	追
2287	退
2288	送
2289	适
2290	逃
2291	逅
2292	逆
2293	选
2294	透
2295	逐
2296	递
2297	逗
2298	這
2299	通
2300	逛
2301	逝
2302	速
2303	造
2304	連
2305	逸
2306	逼
2307	遁
2308	遇
2309	遍
2310	過
2311	遐
2312	道
2313	遗
2314	遥
2315	遮
2316	避
2317	邀
2318	邂
2319	還
2320	邊
2321	那
2322	邦
2323	邪
2324	邮
2325	邻
2326	郁
2327	郊
2328	郎
2329	部
2330	都
2331	酋
2332	配
2333	酒
2334	酝
2335	酱
2336	酵
2337	酷
2338	酸
2339	酿
2340	醇
2341	醉
2342	醒
2343	醺
2344	采
2345	釉
2346	释
2347	里
2348	重
2349	野
2350	量
2351	金
2352	針
2353	鈔
2354	鋼
2355	鍵
2356	鐘
2357	针
2358	钓
2359	钟
2360	钢
2361	钥
2362	钨
2363	钩
2364	钮
2365	钱
2366	钻
2367	铁
2368	铃
2369	铅
2370	铜
2371	铩
2372	铭
2373	银
2374	铺
2375	销
2376	锁
2377	锈
2378	锋
2379	锐
2380	错
2381	锥
2382	锦
2383	键
2384	镇
2385	镜
2386	长
2387	門
2388	閉
2389	開
2390	間
2391	閨
2392	關
2393	门
2394	闪
2395	闭
2396	问
2397	闲
2398	间
2399	闷
2400	闹
2401	闻
2402	阁
2403	阅
2404	队
2405	阱
2406	防
2407	阳
2408	阴
2409	阵
2410	阶
2411	阻
2412	阿
2413	陆
2414	陋
2415	陌
2416	降
2417	限
2418	院
2419	除
2420	险
2421	陪
2422	陰
2423	陲
2424	陵
2425	陷
2426	陽
2427	隆
2428	随
2429	隐
2430	隔
2431	障
2432	隧
2433	險
2434	隱
2435	隶
2436	隸
2437	难
2438	雀
2439	雁
2440	雄
2441	雅
2442	集
2443	雏
2444	雕
2445	雜
2446	難
2447	雨
2448	雪
2449	零
2450	雷
2451	雾
2452	需
2453	震
2454	霍
2455	霓
2456	霜
2457	霧
2458	露
2459	霸
2460	霾
2461	青
2462	静
2463	靜
2464	非
2465	靠
2466	面
2467	鞋
2468	鞠
2469	韩
2470	音
2471	韵
2472	韻
2473	頂
2474	頃
2475	頭
2476	題
2477	顏
2478	页
2479	顶
2480	项
2481	顺
2482	须
2483	顽
2484	顾
2485	颁
2486	预
2487	领
2488	颊
2489	颐
2490	频
2491	颓
2492	颗
2493	题
2494	颜
2495	颠
2496	風
2497	风
2498	飘
2499	飙
2500	飛
2501	飞
2502	食
2503	餐
2504	饥
2505	饭
2506	饮
2507	饰
2508	饱
2509	饶
2510	饺
2511	饼
2512	饿
2513	馆
2514	首
2515	香
2516	馨
2517	驚
2518	马
2519	驭
2520	驯
2521	驳
2522	驴
2523	驾
2524	骂
2525	骄
2526	骑
2527	骚
2528	骤
2529	骨
2530	骷
2531	髅
2532	高
2533	鬓
2534	鬼
2535	魂
2536	魄
2537	魅
2538	魏
2539	魔
2540	鮮
2541	鱗
2542	鱼
2543	鲁
2544	鲜
2545	鲤
2546	鳅
2547	鳖
2548	鴿
2549	鸟
2550	鸠
2551	鸢
2552	鸣
2553	鸥
2554	鸦
2555	鸽
2556	鹅
2557	鹰
2558	鹿
2559	麦
2560	麻
2561	麼
2562	黃
2563	黄
2564	黎
2565	黏
2566	黑
2567	默
2568	黯
2569	鼓
2570	鼠
2571	鼻
2572	齁
2573	齐
2574	齿
2575	龙
2576	龟
2577	！
2578	，
2579	＜
2580	＞
2581	？
2582	～
